"trip_id","arrival_time","departure_time","stop_id","stop_sequence","stop_headsign","pickup_type","drop_off_type","timepoint"
"Logan-55-Weekday-trip","00:19:00","00:19:00","Logan-Subway",7,"",1,0,0
"Logan-55-Weekday-trip","00:23:00","00:23:00","Logan-RentalCarCenter",8,"",0,0,0
"Logan-55-Weekday-trip","00:28:00","00:28:00","Logan-A",9,"",0,0,0
"Logan-55-Weekday-trip","00:30:00","00:30:00","Logan-B",10,"",0,0,0
"Logan-55-Weekday-trip","00:31:00","00:31:00","Logan-C",11,"",0,0,0
"Logan-55-Weekday-trip","00:33:00","00:33:00","Logan-E",12,"",0,0,0
"Logan-55-Weekday-trip","00:38:00","00:38:00","Logan-Subway",13,"",1,0,0
"Logan-55-Weekend-trip","00:00:00","00:00:00","Logan-Subway",1,"",0,1,0
"Logan-55-Weekend-trip","00:04:00","00:04:00","Logan-RentalCarCenter",2,"",0,0,0
"Logan-55-Weekend-trip","00:09:00","00:09:00","Logan-A",3,"",0,0,0
"Logan-55-Weekend-trip","00:11:00","00:11:00","Logan-B",4,"",0,0,0
"Logan-55-Weekend-trip","00:12:00","00:12:00","Logan-C",5,"",0,0,0
"Logan-55-Weekend-trip","00:14:00","00:14:00","Logan-E",6,"",0,0,0
"Logan-55-Weekend-trip","00:19:00","00:19:00","Logan-Subway",7,"",1,0,0
"Logan-55-Weekend-trip","00:23:00","00:23:00","Logan-RentalCarCenter",8,"",0,0,0
"Logan-55-Weekend-trip","00:28:00","00:28:00","Logan-A",9,"",0,0,0
"Logan-55-Weekend-trip","00:30:00","00:30:00","Logan-B",10,"",0,0,0
"Logan-55-Weekend-trip","00:31:00","00:31:00","Logan-C",11,"",0,0,0
"Logan-55-Weekend-trip","00:33:00","00:33:00","Logan-E",12,"",0,0,0
"Logan-55-Weekend-trip","00:38:00","00:38:00","Logan-Subway",13,"",1,0,0
"Logan-66-Weekday-trip","06:00:00","06:00:00","Logan-Dock",1,"",0,1,0
"Logan-66-Weekday-trip","06:05:00","06:05:00","Logan-A",2,"",0,0,0
"Logan-66-Weekday-trip","06:07:00","06:07:00","Logan-B",3,"",0,0,0
"Logan-66-Weekday-trip","06:09:00","06:09:00","Logan-C",4,"",0,0,0
"Logan-66-Weekday-trip","06:11:00","06:11:00","Logan-E",5,"",0,0,0
"Logan-66-Weekday-trip","06:16:00","06:16:00","Logan-Subway",6,"",0,0,0
"Logan-66-Weekday-trip","06:23:00","06:23:00","Logan-Dock",7,"",1,0,0
"Logan-66-Weekend-trip","07:00:00","07:00:00","Logan-Dock",1,"",0,1,0
"Logan-66-Weekend-trip","07:05:00","07:05:00","Logan-A",2,"",0,0,0
"Logan-66-Weekend-trip","07:07:00","07:07:00","Logan-B",3,"",0,0,0
"Logan-66-Weekend-trip","07:09:00","07:09:00","Logan-C",4,"",0,0,0
"Logan-66-Weekend-trip","07:11:00","07:11:00","Logan-E",5,"",0,0,0
"Logan-66-Weekend-trip","07:16:00","07:16:00","Logan-Subway",6,"",0,0,0
"Logan-66-Weekend-trip","07:23:00","07:23:00","Logan-Dock",7,"",1,0,0
"CR-Saturday-Fall-16-1001","8:40:00","8:40:00","South Station",1,"",0,1,1
"CR-Saturday-Fall-16-1001","8:46:00","8:46:00","JFK/UMASS",2,"",3,3,1
"CR-Saturday-Fall-16-1001","8:53:00","8:53:00","Quincy Center",3,"",3,3,1
"CR-Saturday-Fall-16-1001","9:00:00","9:00:00","Braintree",4,"",0,0,1
"CR-Saturday-Fall-16-1001","9:07:00","9:07:00","Holbrook/ Randolph",5,"",0,0,1
"CR-Saturday-Fall-16-1001","9:12:00","9:12:00","Montello",6,"",0,0,1
"CR-Saturday-Fall-16-1001","9:15:00","9:15:00","Brockton",7,"",0,0,1
"CR-Saturday-Fall-16-1001","9:19:00","9:19:00","Campello",8,"",0,0,1
"CR-Saturday-Fall-16-1001","9:27:00","9:27:00","Bridgewater",9,"",0,0,1
"CR-Saturday-Fall-16-1001","9:38:00","9:38:00","Middleborough/ Lakeville",10,"",1,0,0
"CR-Saturday-Fall-16-1002","6:50:00","6:50:00","Middleborough/ Lakeville",1,"",0,1,1
"CR-Saturday-Fall-16-1002","7:00:00","7:00:00","Bridgewater",2,"",0,0,1
"CR-Saturday-Fall-16-1002","7:07:00","7:07:00","Campello",3,"",0,0,1
"CR-Saturday-Fall-16-1002","7:11:00","7:11:00","Brockton",4,"",0,0,1
"CR-Saturday-Fall-16-1002","7:14:00","7:14:00","Montello",5,"",0,0,1
"CR-Saturday-Fall-16-1002","7:19:00","7:19:00","Holbrook/ Randolph",6,"",0,0,1
"CR-Saturday-Fall-16-1002","7:25:00","7:25:00","Braintree",7,"",0,0,0
"CR-Saturday-Fall-16-1002","7:31:00","7:31:00","Quincy Center",8,"",0,0,0
"CR-Saturday-Fall-16-1002","7:39:00","7:39:00","JFK/UMASS",9,"",0,0,0
"CR-Saturday-Fall-16-1002","7:46:00","7:46:00","South Station",10,"",1,0,0
"CR-Saturday-Fall-16-1003","11:20:00","11:20:00","South Station",1,"",0,1,1
"CR-Saturday-Fall-16-1003","11:26:00","11:26:00","JFK/UMASS",2,"",3,3,1
"CR-Saturday-Fall-16-1003","11:33:00","11:33:00","Quincy Center",3,"",3,3,1
"CR-Saturday-Fall-16-1003","11:47:00","11:47:00","Holbrook/ Randolph",4,"",0,0,1
"CR-Saturday-Fall-16-1003","11:52:00","11:52:00","Montello",5,"",0,0,1
"CR-Saturday-Fall-16-1003","11:55:00","11:55:00","Brockton",6,"",0,0,1
"CR-Saturday-Fall-16-1003","11:59:00","11:59:00","Campello",7,"",0,0,1
"CR-Saturday-Fall-16-1003","12:07:00","12:07:00","Bridgewater",8,"",0,0,1
"CR-Saturday-Fall-16-1003","12:18:00","12:18:00","Middleborough/ Lakeville",9,"",1,0,0
"CR-Saturday-Fall-16-1004","8:22:00","8:22:00","Middleborough/ Lakeville",1,"",0,1,1
"CR-Saturday-Fall-16-1004","8:32:00","8:32:00","Bridgewater",2,"",0,0,1
"CR-Saturday-Fall-16-1004","8:40:00","8:40:00","Campello",3,"",0,0,1
"CR-Saturday-Fall-16-1004","8:44:00","8:44:00","Brockton",4,"",0,0,1
"CR-Saturday-Fall-16-1004","8:47:00","8:47:00","Montello",5,"",0,0,1
"CR-Saturday-Fall-16-1004","8:52:00","8:52:00","Holbrook/ Randolph",6,"",0,0,1
"CR-Saturday-Fall-16-1004","9:05:00","9:05:00","Quincy Center",7,"",0,0,1
"CR-Saturday-Fall-16-1004","9:13:00","9:13:00","JFK/UMASS",8,"",0,0,1
"CR-Saturday-Fall-16-1004","9:20:00","9:20:00","South Station",9,"",1,0,0
"CR-Saturday-Fall-16-1005","12:34:00","12:34:00","South Station",1,"",0,1,1
"CR-Saturday-Fall-16-1005","12:40:00","12:40:00","JFK/UMASS",2,"",3,3,1
"CR-Saturday-Fall-16-1005","12:47:00","12:47:00","Quincy Center",3,"",3,3,1
"CR-Saturday-Fall-16-1005","12:54:00","12:54:00","Braintree",4,"",0,0,1
"CR-Saturday-Fall-16-1005","13:00:00","13:00:00","Holbrook/ Randolph",5,"",0,0,1
"CR-Saturday-Fall-16-1005","13:05:00","13:05:00","Montello",6,"",0,0,1
"CR-Saturday-Fall-16-1005","13:08:00","13:08:00","Brockton",7,"",0,0,1
"CR-Saturday-Fall-16-1005","13:12:00","13:12:00","Campello",8,"",0,0,1
"CR-Saturday-Fall-16-1005","13:20:00","13:20:00","Bridgewater",9,"",0,0,1
"CR-Saturday-Fall-16-1005","13:32:00","13:32:00","Middleborough/ Lakeville",10,"",1,0,0
"CR-Saturday-Fall-16-1006","10:28:00","10:28:00","Middleborough/ Lakeville",1,"",0,1,1
"CR-Saturday-Fall-16-1006","10:38:00","10:38:00","Bridgewater",2,"",0,0,1
"CR-Saturday-Fall-16-1006","10:46:00","10:46:00","Campello",3,"",0,0,1
"CR-Saturday-Fall-16-1006","10:50:00","10:50:00","Brockton",4,"",0,0,1
"CR-Saturday-Fall-16-1006","10:53:00","10:53:00","Montello",5,"",0,0,1
"CR-Saturday-Fall-16-1006","10:58:00","10:58:00","Holbrook/ Randolph",6,"",0,0,1
"CR-Saturday-Fall-16-1006","11:04:00","11:04:00","Braintree",7,"",0,0,0
"CR-Saturday-Fall-16-1006","11:10:00","11:10:00","Quincy Center",8,"",0,0,0
"CR-Saturday-Fall-16-1006","11:17:00","11:17:00","JFK/UMASS",9,"",0,0,0
"CR-Saturday-Fall-16-1006","11:24:00","11:24:00","South Station",10,"",1,0,0
"CR-Saturday-Fall-16-1007","14:10:00","14:10:00","South Station",1,"",0,1,1
"CR-Saturday-Fall-16-1007","14:16:00","14:16:00","JFK/UMASS",2,"",3,3,1
"CR-Saturday-Fall-16-1007","14:24:00","14:24:00","Quincy Center",3,"",3,3,1
"CR-Saturday-Fall-16-1007","14:37:00","14:37:00","Holbrook/ Randolph",4,"",0,0,1
"CR-Saturday-Fall-16-1007","14:42:00","14:42:00","Montello",5,"",0,0,1
"CR-Saturday-Fall-16-1007","14:45:00","14:45:00","Brockton",6,"",0,0,1
"CR-Saturday-Fall-16-1007","14:49:00","14:49:00","Campello",7,"",0,0,1
"CR-Saturday-Fall-16-1007","14:57:00","14:57:00","Bridgewater",8,"",0,0,1
"CR-Saturday-Fall-16-1007","15:10:00","15:10:00","Middleborough/ Lakeville",9,"",1,0,0
"CR-Saturday-Fall-16-1008","12:43:00","12:43:00","Middleborough/ Lakeville",1,"",0,1,1
"CR-Saturday-Fall-16-1008","12:53:00","12:53:00","Bridgewater",2,"",0,0,1
"CR-Saturday-Fall-16-1008","13:01:00","13:01:00","Campello",3,"",0,0,1
"CR-Saturday-Fall-16-1008","13:05:00","13:05:00","Brockton",4,"",0,0,1
"CR-Saturday-Fall-16-1008","13:08:00","13:08:00","Montello",5,"",0,0,1
"CR-Saturday-Fall-16-1008","13:13:00","13:13:00","Holbrook/ Randolph",6,"",0,0,1
"CR-Saturday-Fall-16-1008","13:24:00","13:24:00","Quincy Center",7,"",0,0,0
"CR-Saturday-Fall-16-1008","13:32:00","13:32:00","JFK/UMASS",8,"",0,0,0
"CR-Saturday-Fall-16-1008","13:40:00","13:40:00","South Station",9,"",1,0,0
"CR-Saturday-Fall-16-1009","15:35:00","15:35:00","South Station",1,"",0,1,1
"CR-Saturday-Fall-16-1009","15:41:00","15:41:00","JFK/UMASS",2,"",3,3,1
"CR-Saturday-Fall-16-1009","15:49:00","15:49:00","Quincy Center",3,"",3,3,1
"CR-Saturday-Fall-16-1009","15:56:00","15:56:00","Braintree",4,"",0,0,1
"CR-Saturday-Fall-16-1009","16:02:00","16:02:00","Holbrook/ Randolph",5,"",0,0,1
"CR-Saturday-Fall-16-1009","16:07:00","16:07:00","Montello",6,"",0,0,1
"CR-Saturday-Fall-16-1009","16:10:00","16:10:00","Brockton",7,"",0,0,1
"CR-Saturday-Fall-16-1009","16:14:00","16:14:00","Campello",8,"",0,0,1
"CR-Saturday-Fall-16-1009","16:24:00","16:24:00","Bridgewater",9,"",0,0,1
"CR-Saturday-Fall-16-1009","16:34:00","16:34:00","Middleborough/ Lakeville",10,"",1,0,0
"CR-Saturday-Fall-16-1010","13:53:00","13:53:00","Middleborough/ Lakeville",1,"",0,1,1
"CR-Saturday-Fall-16-1010","14:03:00","14:03:00","Bridgewater",2,"",0,0,1
"CR-Saturday-Fall-16-1010","14:11:00","14:11:00","Campello",3,"",0,0,1
"CR-Saturday-Fall-16-1010","14:15:00","14:15:00","Brockton",4,"",0,0,1
"CR-Saturday-Fall-16-1010","14:18:00","14:18:00","Montello",5,"",0,0,1
"CR-Saturday-Fall-16-1010","14:23:00","14:23:00","Holbrook/ Randolph",6,"",0,0,1
"CR-Saturday-Fall-16-1010","14:29:00","14:29:00","Braintree",7,"",0,0,0
"CR-Saturday-Fall-16-1010","14:36:00","14:36:00","Quincy Center",8,"",0,0,0
"CR-Saturday-Fall-16-1010","14:44:00","14:44:00","JFK/UMASS",9,"",0,0,0
"CR-Saturday-Fall-16-1010","14:51:00","14:51:00","South Station",10,"",1,0,0
"CR-Saturday-Fall-16-1011","17:40:00","17:40:00","South Station",1,"",0,1,1
"CR-Saturday-Fall-16-1011","17:46:00","17:46:00","JFK/UMASS",2,"",3,3,1
"CR-Saturday-Fall-16-1011","17:54:00","17:54:00","Quincy Center",3,"",3,3,1
"CR-Saturday-Fall-16-1011","18:01:00","18:01:00","Braintree",4,"",0,0,1
"CR-Saturday-Fall-16-1011","18:07:00","18:07:00","Holbrook/ Randolph",5,"",0,0,1
"CR-Saturday-Fall-16-1011","18:12:00","18:12:00","Montello",6,"",0,0,1
"CR-Saturday-Fall-16-1011","18:15:00","18:15:00","Brockton",7,"",0,0,1
"CR-Saturday-Fall-16-1011","18:19:00","18:19:00","Campello",8,"",0,0,1
"CR-Saturday-Fall-16-1011","18:27:00","18:27:00","Bridgewater",9,"",0,0,1
"CR-Saturday-Fall-16-1011","18:38:00","18:38:00","Middleborough/ Lakeville",10,"",1,0,0
"CR-Saturday-Fall-16-1012","16:06:00","16:06:00","Middleborough/ Lakeville",1,"",0,1,1
"CR-Saturday-Fall-16-1012","16:16:00","16:16:00","Bridgewater",2,"",0,0,1
"CR-Saturday-Fall-16-1012","16:24:00","16:24:00","Campello",3,"",0,0,1
"CR-Saturday-Fall-16-1012","16:28:00","16:28:00","Brockton",4,"",0,0,1
"CR-Saturday-Fall-16-1012","16:31:00","16:31:00","Montello",5,"",0,0,1
"CR-Saturday-Fall-16-1012","16:37:00","16:37:00","Holbrook/ Randolph",6,"",0,0,1
"CR-Saturday-Fall-16-1012","16:47:00","16:47:00","Quincy Center",7,"",0,0,0
"CR-Saturday-Fall-16-1012","16:55:00","16:55:00","JFK/UMASS",8,"",0,0,0
"CR-Saturday-Fall-16-1012","17:03:00","17:03:00","South Station",9,"",1,0,0
"CR-Saturday-Fall-16-1013","20:10:00","20:10:00","South Station",1,"",0,1,1
"CR-Saturday-Fall-16-1013","20:16:00","20:16:00","JFK/UMASS",2,"",3,3,1
"CR-Saturday-Fall-16-1013","20:24:00","20:24:00","Quincy Center",3,"",3,3,1
"CR-Saturday-Fall-16-1013","20:36:00","20:36:00","Holbrook/ Randolph",4,"",0,0,1
"CR-Saturday-Fall-16-1013","20:41:00","20:41:00","Montello",5,"",0,0,1
"CR-Saturday-Fall-16-1013","20:44:00","20:44:00","Brockton",6,"",0,0,1
"CR-Saturday-Fall-16-1013","20:48:00","20:48:00","Campello",7,"",0,0,1
"CR-Saturday-Fall-16-1013","20:56:00","20:56:00","Bridgewater",8,"",0,0,1
"CR-Saturday-Fall-16-1013","21:08:00","21:08:00","Middleborough/ Lakeville",9,"",1,0,0
"CR-Saturday-Fall-16-1014","19:04:00","19:04:00","Middleborough/ Lakeville",1,"",0,1,1
"CR-Saturday-Fall-16-1014","19:14:00","19:14:00","Bridgewater",2,"",0,0,1
"CR-Saturday-Fall-16-1014","19:22:00","19:22:00","Campello",3,"",0,0,1
"CR-Saturday-Fall-16-1014","19:26:00","19:26:00","Brockton",4,"",0,0,1
"CR-Saturday-Fall-16-1014","19:29:00","19:29:00","Montello",5,"",0,0,1
"CR-Saturday-Fall-16-1014","19:34:00","19:34:00","Holbrook/ Randolph",6,"",0,0,1
"CR-Saturday-Fall-16-1014","19:45:00","19:45:00","Quincy Center",7,"",0,0,0
"CR-Saturday-Fall-16-1014","19:53:00","19:53:00","JFK/UMASS",8,"",0,0,0
"CR-Saturday-Fall-16-1014","20:00:00","20:00:00","South Station",9,"",1,0,0
"CR-Saturday-Fall-16-1015","22:35:00","22:35:00","South Station",1,"",0,1,1
"CR-Saturday-Fall-16-1015","22:41:00","22:41:00","JFK/UMASS",2,"",3,3,1
"CR-Saturday-Fall-16-1015","22:49:00","22:49:00","Quincy Center",3,"",3,3,1
"CR-Saturday-Fall-16-1015","23:02:00","23:02:00","Holbrook/ Randolph",4,"",0,0,1
"CR-Saturday-Fall-16-1015","23:07:00","23:07:00","Montello",5,"",0,0,1
"CR-Saturday-Fall-16-1015","23:11:00","23:11:00","Brockton",6,"",0,0,1
"CR-Saturday-Fall-16-1015","23:15:00","23:15:00","Campello",7,"",0,0,1
"CR-Saturday-Fall-16-1015","23:23:00","23:23:00","Bridgewater",8,"",0,0,1
"CR-Saturday-Fall-16-1015","23:34:00","23:34:00","Middleborough/ Lakeville",9,"",1,0,0
"CR-Saturday-Fall-16-1016","21:22:00","21:22:00","Middleborough/ Lakeville",1,"",0,1,1
"CR-Saturday-Fall-16-1016","21:32:00","21:32:00","Bridgewater",2,"",0,0,1
"CR-Saturday-Fall-16-1016","21:40:00","21:40:00","Campello",3,"",0,0,1
"CR-Saturday-Fall-16-1016","21:44:00","21:44:00","Brockton",4,"",0,0,1
"CR-Saturday-Fall-16-1016","21:47:00","21:47:00","Montello",5,"",0,0,1
"CR-Saturday-Fall-16-1016","21:52:00","21:52:00","Holbrook/ Randolph",6,"",0,0,1
"CR-Saturday-Fall-16-1016","22:03:00","22:03:00","Quincy Center",7,"",0,0,0
"CR-Saturday-Fall-16-1016","22:11:00","22:11:00","JFK/UMASS",8,"",0,0,0
"CR-Saturday-Fall-16-1016","22:18:00","22:18:00","South Station",9,"",1,0,0
"CR-Saturday-Fall-16-1032","7:00:00","7:00:00","Kingston",1,"",0,1,1
"CR-Saturday-Fall-16-1032","7:10:00","7:10:00","Halifax",2,"",0,0,1
"CR-Saturday-Fall-16-1032","7:15:00","7:15:00","Hanson",3,"",0,0,1
"CR-Saturday-Fall-16-1032","7:20:00","7:20:00","Whitman",4,"",0,0,1
"CR-Saturday-Fall-16-1032","7:24:00","7:24:00","Abington",5,"",0,0,1
"CR-Saturday-Fall-16-1032","7:29:00","7:29:00","South Weymouth",6,"",0,0,1
"CR-Saturday-Fall-16-1032","7:37:00","7:37:00","Braintree",7,"",0,0,0
"CR-Saturday-Fall-16-1032","7:43:00","7:43:00","Quincy Center",8,"",0,0,0
"CR-Saturday-Fall-16-1032","7:51:00","7:51:00","JFK/UMASS",9,"",0,0,0
"CR-Saturday-Fall-16-1032","7:58:00","7:58:00","South Station",10,"",1,0,0
"CR-Saturday-Fall-16-1033","10:05:00","10:05:00","South Station",1,"",0,1,1
"CR-Saturday-Fall-16-1033","10:11:00","10:11:00","JFK/UMASS",2,"",3,3,1
"CR-Saturday-Fall-16-1033","10:18:00","10:18:00","Quincy Center",3,"",3,3,1
"CR-Saturday-Fall-16-1033","10:25:00","10:25:00","Braintree",4,"",0,0,1
"CR-Saturday-Fall-16-1033","10:32:00","10:32:00","South Weymouth",5,"",0,0,1
"CR-Saturday-Fall-16-1033","10:37:00","10:37:00","Abington",6,"",0,0,1
"CR-Saturday-Fall-16-1033","10:41:00","10:41:00","Whitman",7,"",0,0,1
"CR-Saturday-Fall-16-1033","10:46:00","10:46:00","Hanson",8,"",0,0,1
"CR-Saturday-Fall-16-1033","10:51:00","10:51:00","Halifax",9,"",0,0,1
"CR-Saturday-Fall-16-1033","11:03:00","11:03:00","Kingston",10,"",1,0,0
"CR-Saturday-Fall-16-1034","8:50:00","8:50:00","Kingston",1,"",0,1,1
"CR-Saturday-Fall-16-1034","9:00:00","9:00:00","Halifax",2,"",0,0,1
"CR-Saturday-Fall-16-1034","9:05:00","9:05:00","Hanson",3,"",0,0,1
"CR-Saturday-Fall-16-1034","9:12:00","9:12:00","Whitman",4,"",0,0,1
"CR-Saturday-Fall-16-1034","9:16:00","9:16:00","Abington",5,"",0,0,1
"CR-Saturday-Fall-16-1034","9:21:00","9:21:00","South Weymouth",6,"",0,0,1
"CR-Saturday-Fall-16-1034","9:28:00","9:28:00","Braintree",7,"",0,0,0
"CR-Saturday-Fall-16-1034","9:41:00","9:41:00","JFK/UMASS",8,"",0,0,0
"CR-Saturday-Fall-16-1034","9:49:00","9:49:00","South Station",9,"",1,0,0
"CR-Saturday-Fall-16-1035","14:00:00","14:00:00","South Station",1,"",0,1,1
"CR-Saturday-Fall-16-1035","14:06:00","14:06:00","JFK/UMASS",2,"",3,3,1
"CR-Saturday-Fall-16-1035","14:13:00","14:13:00","Quincy Center",3,"",3,3,1
"CR-Saturday-Fall-16-1035","14:19:00","14:19:00","Braintree",4,"",0,0,1
"CR-Saturday-Fall-16-1035","14:26:00","14:26:00","South Weymouth",5,"",0,0,1
"CR-Saturday-Fall-16-1035","14:31:00","14:31:00","Abington",6,"",0,0,1
"CR-Saturday-Fall-16-1035","14:35:00","14:35:00","Whitman",7,"",0,0,1
"CR-Saturday-Fall-16-1035","14:40:00","14:40:00","Hanson",8,"",0,0,1
"CR-Saturday-Fall-16-1035","14:45:00","14:45:00","Halifax",9,"",0,0,1
"CR-Saturday-Fall-16-1035","14:57:00","14:57:00","Kingston",10,"",1,0,0
"CR-Saturday-Fall-16-1036","11:30:00","11:30:00","Kingston",1,"",0,1,1
"CR-Saturday-Fall-16-1036","11:40:00","11:40:00","Halifax",2,"",0,0,1
"CR-Saturday-Fall-16-1036","11:45:00","11:45:00","Hanson",3,"",0,0,1
"CR-Saturday-Fall-16-1036","11:50:00","11:50:00","Whitman",4,"",0,0,1
"CR-Saturday-Fall-16-1036","11:54:00","11:54:00","Abington",5,"",0,0,1
"CR-Saturday-Fall-16-1036","11:59:00","11:59:00","South Weymouth",6,"",0,0,1
"CR-Saturday-Fall-16-1036","12:06:00","12:06:00","Braintree",7,"",0,0,0
"CR-Saturday-Fall-16-1036","12:19:00","12:19:00","JFK/UMASS",8,"",0,0,0
"CR-Saturday-Fall-16-1036","12:26:00","12:26:00","South Station",9,"",1,0,0
"CR-Saturday-Fall-16-1037","16:10:00","16:10:00","South Station",1,"",0,1,1
"CR-Saturday-Fall-16-1037","16:16:00","16:16:00","JFK/UMASS",2,"",3,3,1
"CR-Saturday-Fall-16-1037","16:23:00","16:23:00","Quincy Center",3,"",3,3,1
"CR-Saturday-Fall-16-1037","16:29:00","16:29:00","Braintree",4,"",0,0,1
"CR-Saturday-Fall-16-1037","16:36:00","16:36:00","South Weymouth",5,"",0,0,1
"CR-Saturday-Fall-16-1037","16:41:00","16:41:00","Abington",6,"",0,0,1
"CR-Saturday-Fall-16-1037","16:45:00","16:45:00","Whitman",7,"",0,0,1
"CR-Saturday-Fall-16-1037","16:50:00","16:50:00","Hanson",8,"",0,0,1
"CR-Saturday-Fall-16-1037","16:55:00","16:55:00","Halifax",9,"",0,0,1
"CR-Saturday-Fall-16-1037","17:08:00","17:08:00","Kingston",10,"",1,0,0
"CR-Saturday-Fall-16-1038","15:35:00","15:35:00","Kingston",1,"",0,1,1
"CR-Saturday-Fall-16-1038","15:45:00","15:45:00","Halifax",2,"",0,0,1
"CR-Saturday-Fall-16-1038","15:50:00","15:50:00","Hanson",3,"",0,0,1
"CR-Saturday-Fall-16-1038","15:55:00","15:55:00","Whitman",4,"",0,0,1
"CR-Saturday-Fall-16-1038","15:59:00","15:59:00","Abington",5,"",0,0,1
"CR-Saturday-Fall-16-1038","16:04:00","16:04:00","South Weymouth",6,"",0,0,1
"CR-Saturday-Fall-16-1038","16:12:00","16:12:00","Braintree",7,"",0,0,0
"CR-Saturday-Fall-16-1038","16:25:00","16:25:00","JFK/UMASS",8,"",0,0,0
"CR-Saturday-Fall-16-1038","16:32:00","16:32:00","South Station",9,"",1,0,0
"CR-Saturday-Fall-16-1039","20:20:00","20:20:00","South Station",1,"",0,1,1
"CR-Saturday-Fall-16-1039","20:26:00","20:26:00","JFK/UMASS",2,"",3,3,1
"CR-Saturday-Fall-16-1039","20:33:00","20:33:00","Quincy Center",3,"",3,3,1
"CR-Saturday-Fall-16-1039","20:39:00","20:39:00","Braintree",4,"",0,0,1
"CR-Saturday-Fall-16-1039","20:46:00","20:46:00","South Weymouth",5,"",0,0,1
"CR-Saturday-Fall-16-1039","20:51:00","20:51:00","Abington",6,"",0,0,1
"CR-Saturday-Fall-16-1039","20:55:00","20:55:00","Whitman",7,"",0,0,1
"CR-Saturday-Fall-16-1039","21:00:00","21:00:00","Hanson",8,"",0,0,1
"CR-Saturday-Fall-16-1039","21:05:00","21:05:00","Halifax",9,"",0,0,1
"CR-Saturday-Fall-16-1039","21:17:00","21:17:00","Kingston",10,"",1,0,0
"CR-Saturday-Fall-16-1040","21:37:00","21:37:00","Kingston",1,"",0,1,1
"CR-Saturday-Fall-16-1040","21:47:00","21:47:00","Halifax",2,"",0,0,1
"CR-Saturday-Fall-16-1040","21:52:00","21:52:00","Hanson",3,"",0,0,1
"CR-Saturday-Fall-16-1040","21:57:00","21:57:00","Whitman",4,"",0,0,1
"CR-Saturday-Fall-16-1040","22:00:00","22:00:00","Abington",5,"",0,0,1
